model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day
BMW,181208,85,diesel,white,hatchback,True,False,False,False,False,False,True,90
Mercedes,104861,100,diesel,brown,hatchback,True,True,False,False,False,False,True,136
Peugeot,128502,135,diesel,blue,hatchback,False,True,False,False,False,False,True,107
BMW,121821,85,diesel,grey,hatchback,False,False,False,False,False,False,True,92
BMW,116708,85,diesel,black,hatchback,False,True,False,False,False,False,True,95
Citroën,90248,105,diesel,grey,hatchback,False,False,False,False,False,False,True,84
Mercedes,134873,105,diesel,blue,hatchback,False,False,False,False,False,False,False,109
Audi,93670,135,diesel,black,hatchback,True,True,False,False,False,True,True,147
Audi,145172,120,diesel,grey,hatchback,True,True,True,False,False,True,True,115
BMW,100865,85,diesel,black,hatchback,False,True,False,False,False,False,True,103
Citroën,161376,105,diesel,black,hatchback,False,True,False,False,False,True,True,111
Peugeot,183906,130,diesel,blue,hatchback,False,False,False,False,False,False,True,75
BMW,101675,85,diesel,blue,hatchback,False,True,False,False,False,True,True,99
Citroën,246370,105,diesel,white,hatchback,False,True,False,False,False,False,True,75
Mercedes,87471,105,diesel,grey,hatchback,True,True,True,False,True,True,True,133
Opel,40168,135,diesel,black,hatchback,False,True,False,False,True,True,True,172
BMW,150919,85,diesel,grey,hatchback,False,True,False,False,False,False,True,91
BMW,43386,85,diesel,blue,hatchback,False,False,False,False,False,False,True,124
Citroën,146724,120,diesel,black,hatchback,True,True,True,False,False,True,True,115
BMW,148925,85,diesel,grey,hatchback,False,True,False,False,False,False,True,97
Mercedes,156215,105,diesel,black,hatchback,False,True,True,False,True,True,True,126
BMW,90083,85,diesel,brown,hatchback,False,False,False,False,False,False,True,99
Peugeot,139318,135,diesel,blue,hatchback,False,True,False,False,True,True,True,127
Citroën,114616,105,diesel,grey,hatchback,False,True,False,False,False,True,True,98
Citroën,210764,100,diesel,grey,hatchback,False,True,False,False,False,False,True,65
BMW,143829,85,diesel,grey,hatchback,False,True,False,False,False,False,True,99
BMW,145350,85,diesel,blue,hatchback,True,True,False,False,False,False,True,97
Volkswagen,101439,135,diesel,grey,hatchback,True,True,True,False,True,True,True,151
BMW,179071,85,diesel,grey,hatchback,False,True,False,False,True,False,True,108
BMW,138203,85,diesel,grey,hatchback,False,True,False,False,False,False,True,97
Citroën,91927,100,diesel,white,hatchback,False,True,False,False,True,True,True,111
BMW,110575,85,diesel,blue,hatchback,False,False,False,False,False,False,True,95
Citroën,53952,110,diesel,blue,hatchback,False,True,False,False,False,False,True,111
Fiat,146980,150,diesel,black,hatchback,True,True,False,False,True,True,True,79
Citroën,199159,90,diesel,black,hatchback,True,True,True,False,False,False,True,70
BMW,69188,85,diesel,blue,hatchback,False,False,False,False,False,False,True,98
BMW,43822,85,diesel,black,hatchback,False,True,False,False,True,False,True,98
BMW,112223,85,diesel,blue,hatchback,True,True,True,False,False,False,True,91
Citroën,68060,110,diesel,black,hatchback,False,True,False,False,False,False,True,118
Renault,42261,225,petrol,grey,hatchback,True,True,False,True,True,True,True,164
Volkswagen,183601,135,diesel,black,hatchback,True,True,True,False,True,False,True,127
Mercedes,145240,100,diesel,black,hatchback,False,True,False,False,False,True,True,112
Volkswagen,100394,120,diesel,grey,hatchback,True,True,True,False,True,False,True,140
BMW,141063,85,diesel,white,hatchback,False,True,False,False,False,False,True,100
Opel,11700,120,diesel,blue,hatchback,True,True,False,False,True,False,True,128
BMW,151334,85,diesel,white,hatchback,False,True,False,False,False,False,True,97
Mercedes,60013,100,diesel,white,hatchback,True,True,False,False,False,False,True,120
Mercedes,125677,100,diesel,grey,hatchback,False,True,False,False,True,False,True,115
BMW,59453,85,diesel,black,hatchback,False,False,False,False,False,False,True,100
BMW,102884,85,diesel,grey,hatchback,True,False,True,False,False,False,True,75
Mercedes,156195,105,diesel,grey,hatchback,True,True,False,False,True,True,True,128
Mercedes,132353,100,diesel,blue,hatchback,False,False,True,False,True,False,True,114
Mercedes,182372,100,diesel,blue,hatchback,True,True,False,False,False,False,True,117
BMW,137660,85,diesel,blue,hatchback,True,True,False,False,False,True,True,95
BMW,113121,85,diesel,brown,hatchback,True,True,False,False,False,False,True,104
Citroën,54484,100,diesel,blue,hatchback,False,True,False,False,False,True,True,113
BMW,136286,85,diesel,black,hatchback,False,False,False,False,False,False,True,93
BMW,60979,85,diesel,brown,hatchback,False,False,False,False,False,False,True,99
Volkswagen,87768,70,diesel,brown,hatchback,False,False,False,False,False,False,True,79
BMW,123406,85,diesel,grey,hatchback,False,False,False,False,False,False,True,79
Alfa Romeo,136949,230,diesel,grey,hatchback,False,True,False,True,True,True,True,158
Volkswagen,42240,100,diesel,black,hatchback,True,True,False,False,True,False,True,158
BMW,52611,85,diesel,black,hatchback,False,False,False,False,False,False,True,101
Audi,144945,135,diesel,silver,hatchback,False,True,False,False,True,True,True,123
Mercedes,191392,100,diesel,black,hatchback,False,False,True,False,False,False,True,110
BMW,184574,85,diesel,blue,hatchback,False,True,False,False,False,False,True,97
Audi,143003,120,diesel,silver,hatchback,False,True,False,False,False,False,True,124
Mercedes,49189,100,diesel,blue,hatchback,True,True,True,False,True,True,True,135
BMW,86537,85,diesel,black,hatchback,False,True,False,False,False,False,True,123
BMW,135543,85,diesel,black,hatchback,False,True,False,False,False,False,True,83
BMW,115193,85,diesel,silver,hatchback,False,True,False,False,False,False,True,100
Citroën,138439,90,diesel,black,hatchback,False,False,True,False,False,True,True,70
BMW,145241,85,diesel,black,hatchback,False,True,False,False,False,False,True,89
BMW,60957,85,diesel,blue,hatchback,True,False,False,False,False,False,True,113
Mercedes,193477,100,diesel,black,hatchback,False,True,False,False,False,False,True,114
BMW,151557,85,diesel,black,hatchback,False,False,False,False,False,True,True,95
Peugeot,61476,135,diesel,silver,hatchback,True,True,False,True,True,True,True,122
BMW,177314,85,diesel,white,hatchback,False,False,False,False,False,False,True,91
Mercedes,139767,105,diesel,blue,hatchback,False,True,False,False,False,False,True,121
BMW,121510,85,diesel,black,hatchback,False,True,False,False,False,True,True,96
Volkswagen,197578,120,diesel,black,hatchback,True,True,False,False,False,False,True,151
BMW,70714,85,diesel,white,hatchback,False,False,False,False,False,False,True,103
Mercedes,188345,100,diesel,white,hatchback,True,True,False,False,False,True,True,128
BMW,137507,85,diesel,brown,hatchback,False,True,False,False,False,False,True,95
Volkswagen,122621,190,diesel,brown,hatchback,True,True,True,True,True,True,True,176
Volkswagen,149967,135,diesel,black,hatchback,True,True,True,False,False,False,True,137
BMW,67035,85,diesel,white,hatchback,False,False,False,False,False,False,True,94
Citroën,50972,110,diesel,blue,hatchback,False,True,False,False,False,False,True,117
BMW,155313,85,diesel,white,hatchback,False,True,False,False,False,False,True,98
BMW,42485,85,diesel,silver,hatchback,False,False,False,False,False,False,True,104
BMW,77065,85,diesel,blue,hatchback,True,True,False,False,True,False,True,116
Audi,117963,135,diesel,white,hatchback,True,True,False,True,True,True,True,141
Renault,70490,230,diesel,white,hatchback,True,True,False,True,True,False,True,189
BMW,70800,85,diesel,black,hatchback,False,True,False,False,False,False,True,100
Mercedes,140058,100,diesel,black,hatchback,True,True,False,False,False,True,True,129
Mercedes,29835,100,diesel,black,hatchback,True,True,False,False,False,False,True,153
Volkswagen,81394,120,diesel,grey,hatchback,True,True,False,False,True,False,True,148
BMW,86736,85,diesel,black,hatchback,False,True,False,False,False,False,True,123
Citroën,105809,100,diesel,white,hatchback,False,False,False,False,True,True,True,103
BMW,175172,85,diesel,grey,hatchback,False,False,False,False,False,False,True,73
Volkswagen,109779,100,diesel,grey,hatchback,True,True,False,False,True,False,True,140
Renault,133621,230,diesel,black,hatchback,True,True,True,False,False,True,True,200
Porsche,78740,75,electro,grey,hatchback,True,True,False,False,False,False,True,144
BMW,129562,85,diesel,grey,hatchback,True,False,False,False,False,False,True,101
BMW,98204,85,diesel,black,hatchback,False,True,False,False,True,True,True,107
Citroën,174514,100,diesel,black,hatchback,False,False,False,False,False,False,True,70
BMW,150130,85,diesel,blue,hatchback,True,True,False,False,True,False,True,106
BMW,189285,100,petrol,black,hatchback,False,True,False,False,False,False,True,94
Citroën,245775,90,diesel,black,hatchback,True,True,False,False,False,False,True,57
Renault,84187,230,diesel,grey,hatchback,True,True,False,False,True,False,True,173
Opel,87036,120,diesel,black,hatchback,True,True,False,False,True,False,True,158
Renault,70840,230,diesel,white,hatchback,True,True,False,True,True,False,True,191
BMW,116652,85,diesel,blue,hatchback,False,True,False,False,False,False,True,96
BMW,121765,85,diesel,grey,hatchback,True,True,False,False,True,False,True,104
Opel,38700,120,diesel,grey,hatchback,True,True,True,False,True,False,True,158
BMW,136985,85,diesel,black,hatchback,False,False,False,False,False,False,True,88
Mercedes,190919,100,diesel,black,hatchback,True,True,True,False,True,False,True,123
Citroën,108680,105,diesel,grey,hatchback,False,True,False,False,False,False,True,113
Audi,95584,135,diesel,brown,hatchback,True,True,False,False,True,True,True,148
BMW,88491,85,diesel,black,hatchback,False,False,False,False,False,False,True,101
BMW,155733,85,diesel,black,hatchback,False,True,False,False,False,False,True,100
Citroën,243524,110,diesel,grey,hatchback,False,False,True,False,False,True,True,33
Mercedes,225046,105,diesel,black,hatchback,True,True,False,False,False,True,True,114
BMW,57727,85,diesel,black,hatchback,False,False,False,False,False,False,True,98
Audi,153958,135,diesel,beige,hatchback,True,True,False,False,False,False,True,128
Mercedes,182506,100,diesel,blue,hatchback,False,True,False,False,False,False,True,114
Peugeot,114968,135,diesel,white,hatchback,False,True,False,True,False,True,True,117
Audi,69626,135,diesel,white,hatchback,True,True,True,False,True,True,True,150
BMW,122092,85,diesel,brown,hatchback,False,True,False,False,True,False,True,103
BMW,155705,85,diesel,black,hatchback,False,False,True,False,False,True,True,102
BMW,163618,85,diesel,black,hatchback,False,True,False,False,False,False,True,93
BMW,116770,85,diesel,black,hatchback,False,True,False,False,True,False,True,98
Audi,191795,135,petrol,grey,hatchback,True,True,False,False,False,False,True,110
Citroën,59424,100,diesel,black,hatchback,True,False,False,False,True,True,True,119
BMW,64215,85,diesel,blue,hatchback,False,False,False,False,False,False,True,100
Peugeot,477571,85,diesel,grey,hatchback,False,True,False,False,False,True,False,35
Volkswagen,181419,120,diesel,grey,hatchback,True,True,False,False,False,False,True,134
BMW,131547,85,diesel,blue,hatchback,True,True,False,False,False,False,True,60
Citroën,96941,100,diesel,blue,hatchback,False,True,False,False,True,True,True,104
Mercedes,148625,105,diesel,black,hatchback,False,False,False,False,True,False,True,124
BMW,199943,85,diesel,black,hatchback,False,True,False,False,False,False,True,91
Audi,170151,120,diesel,grey,hatchback,False,True,False,False,False,False,True,115
BMW,60598,85,diesel,grey,hatchback,False,False,False,False,False,False,True,103
Citroën,42984,110,diesel,grey,hatchback,False,True,False,False,False,True,True,132
Opel,26865,135,diesel,black,hatchback,True,False,False,False,True,False,True,162
Citroën,167598,105,diesel,grey,hatchback,True,False,False,False,False,False,True,97
Opel,89703,120,diesel,blue,hatchback,True,True,False,False,True,False,True,154
BMW,25474,85,diesel,white,hatchback,False,True,False,False,False,False,True,112
Porsche,46359,125,electro,white,hatchback,True,True,False,False,False,False,True,146
BMW,25822,85,diesel,white,hatchback,False,True,False,False,False,False,True,115
BMW,121457,85,diesel,blue,hatchback,False,True,False,False,True,True,True,99
Mercedes,103332,105,diesel,black,hatchback,True,True,True,False,True,False,True,139
BMW,183765,85,diesel,black,hatchback,True,True,False,False,True,False,True,97
Mercedes,139226,100,diesel,white,hatchback,False,True,False,False,True,True,True,120
BMW,121575,85,diesel,black,hatchback,True,True,False,False,False,True,True,110
Citroën,63257,110,diesel,grey,hatchback,False,True,False,False,False,False,True,118
BMW,120098,85,diesel,blue,hatchback,True,True,False,False,False,False,True,97
BMW,59675,85,diesel,white,hatchback,True,True,True,False,False,True,True,127
BMW,120328,85,diesel,grey,hatchback,False,True,False,False,False,False,True,100
Citroën,228508,100,diesel,black,hatchback,True,False,False,False,True,False,True,63
BMW,159542,85,diesel,brown,hatchback,True,True,False,False,False,False,True,102
BMW,13818,80,petrol,silver,hatchback,False,True,False,False,False,False,True,144
BMW,181345,85,diesel,blue,hatchback,False,True,False,False,True,True,True,99
BMW,188119,85,petrol,brown,hatchback,False,False,False,False,False,False,True,66
BMW,141228,85,diesel,grey,hatchback,False,True,False,False,False,False,True,100
BMW,144563,85,diesel,blue,hatchback,False,False,False,False,False,False,True,91
Peugeot,108873,235,petrol,black,hatchback,True,True,False,True,True,False,True,166
Mercedes,174999,100,diesel,black,hatchback,False,True,False,False,False,True,True,128
Mercedes,102943,100,diesel,silver,hatchback,False,False,False,False,False,True,True,124
Audi,117957,135,diesel,white,hatchback,True,True,False,True,True,True,True,141
BMW,129357,85,diesel,black,hatchback,False,True,False,False,False,False,True,99
Mercedes,129060,100,diesel,grey,hatchback,False,True,False,False,False,True,True,116
Citroën,134449,105,diesel,black,hatchback,False,False,False,False,False,False,True,87
BMW,149379,85,diesel,white,hatchback,False,True,False,False,True,True,True,107
BMW,109621,85,diesel,grey,hatchback,True,True,False,False,False,False,True,104
Peugeot,170529,66,diesel,silver,hatchback,False,False,True,False,False,False,False,32
BMW,141587,85,diesel,black,hatchback,False,False,False,False,True,False,True,96
Citroën,167897,105,diesel,white,hatchback,False,True,False,False,True,True,True,114
BMW,186764,85,diesel,black,hatchback,False,True,False,False,False,False,True,89
Renault,45025,190,diesel,black,hatchback,True,True,False,False,True,True,True,179
BMW,61316,85,diesel,grey,hatchback,True,False,False,False,True,True,True,106
BMW,129990,85,diesel,blue,hatchback,False,False,False,False,False,False,True,97
Lamborghini,65142,225,petrol,grey,hatchback,True,True,True,False,True,False,True,146
Citroën,151293,100,diesel,grey,hatchback,False,True,False,False,False,False,True,71
Renault,124536,135,diesel,grey,hatchback,True,True,False,False,True,False,True,123
Volkswagen,51376,75,petrol,black,hatchback,False,False,False,False,True,True,True,120
BMW,123743,85,diesel,blue,hatchback,False,True,False,False,False,True,True,103
Mercedes,121363,100,diesel,white,hatchback,True,True,True,False,True,True,True,130
Renault,166168,230,diesel,brown,hatchback,True,True,False,False,True,False,True,179
Opel,64500,135,diesel,white,hatchback,False,True,True,False,True,False,True,168
Volkswagen,370014,135,diesel,black,hatchback,True,True,True,False,True,False,True,131
Opel,65403,120,diesel,black,hatchback,True,True,True,False,True,False,True,156
BMW,74947,85,diesel,black,hatchback,False,False,False,False,False,True,True,109
BMW,114740,85,diesel,white,hatchback,False,False,False,False,False,False,True,91
Opel,476,120,diesel,blue,hatchback,True,True,False,False,False,True,True,174
Citroën,153001,100,diesel,black,hatchback,False,True,False,False,True,True,False,103
BMW,175163,85,diesel,grey,hatchback,False,False,False,False,False,False,True,67
Opel,68267,135,diesel,black,hatchback,True,False,True,True,True,False,True,153
BMW,100286,85,diesel,blue,hatchback,False,True,False,False,True,False,True,77
Audi,69948,135,diesel,blue,hatchback,False,True,False,False,True,False,True,158
Renault,60894,230,diesel,brown,hatchback,True,False,True,True,True,True,True,198
Mercedes,192802,100,diesel,brown,hatchback,False,True,False,False,False,False,True,120
BMW,66020,85,diesel,black,hatchback,True,True,False,False,False,False,True,100
Volkswagen,100056,120,diesel,grey,hatchback,True,True,True,False,True,False,True,153
Volkswagen,88105,120,diesel,grey,hatchback,True,True,False,False,True,False,True,144
BMW,96058,85,diesel,brown,hatchback,False,False,False,False,False,False,True,97
BMW,91429,85,diesel,black,hatchback,False,False,False,False,False,False,True,101
Renault,182837,230,diesel,grey,hatchback,True,True,True,False,True,True,True,182
BMW,99434,85,diesel,blue,hatchback,False,False,False,False,True,False,True,101
Citroën,85932,105,diesel,blue,hatchback,False,True,False,False,False,False,True,109
BMW,109136,85,diesel,silver,hatchback,True,False,False,False,False,True,True,104
BMW,37204,85,diesel,grey,hatchback,False,True,False,False,False,False,True,103
Citroën,42636,110,diesel,black,hatchback,False,True,False,False,False,False,True,119
BMW,98254,85,diesel,grey,hatchback,False,False,False,False,True,True,True,103
BMW,110288,85,diesel,red,hatchback,False,True,False,False,False,True,True,87
BMW,155624,85,diesel,grey,hatchback,True,True,False,False,False,False,True,92
Opel,77358,140,diesel,black,hatchback,True,True,False,False,False,True,True,171
BMW,182178,85,diesel,black,hatchback,False,False,False,False,False,False,True,96
BMW,117791,160,diesel,grey,hatchback,False,True,False,False,False,True,True,143
BMW,75493,85,diesel,black,hatchback,False,False,False,False,False,False,True,99
BMW,130333,85,diesel,black,hatchback,True,True,False,False,False,False,True,102
BMW,120430,85,diesel,grey,hatchback,False,True,False,False,False,True,True,90
BMW,131612,85,diesel,brown,hatchback,False,True,True,False,True,False,True,103
BMW,140744,85,diesel,blue,hatchback,True,True,False,False,False,False,True,66
Opel,55834,140,diesel,black,hatchback,False,True,False,False,True,True,True,148
BMW,142955,85,diesel,brown,hatchback,False,True,False,False,False,True,True,93
BMW,132797,85,diesel,grey,hatchback,True,True,True,False,True,True,True,91
Mercedes,149038,100,diesel,blue,hatchback,True,True,False,False,False,False,True,114
BMW,38596,85,diesel,black,hatchback,False,False,False,False,False,False,True,104
Citroën,138170,90,diesel,black,hatchback,False,False,True,False,False,True,True,71
Renault,187900,230,diesel,black,hatchback,True,True,True,False,True,False,True,181
Mercedes,54239,100,diesel,brown,hatchback,True,True,False,False,False,True,True,140
BMW,125822,85,diesel,grey,hatchback,False,False,False,False,False,False,True,94
Audi,82450,135,diesel,grey,hatchback,True,True,False,True,True,False,True,132
Opel,60366,135,diesel,grey,hatchback,False,True,False,True,True,True,True,162
Volkswagen,88092,120,diesel,blue,hatchback,True,True,True,False,True,False,True,92
BMW,155984,85,petrol,grey,hatchback,False,False,True,False,False,True,True,62
Mercedes,200579,100,diesel,white,hatchback,True,True,False,False,True,False,True,115
Mercedes,157398,100,diesel,blue,hatchback,False,False,False,False,False,False,True,124
BMW,179112,85,diesel,black,hatchback,True,True,False,False,True,False,True,97
BMW,19919,85,diesel,black,hatchback,False,True,False,False,False,False,True,129
Audi,128102,135,diesel,blue,sedan,False,True,False,False,False,False,True,133
Renault,153079,85,diesel,brown,sedan,False,True,False,False,False,False,True,105
Audi,129456,180,diesel,blue,sedan,False,True,False,False,False,False,True,104
Renault,126769,160,diesel,black,sedan,False,False,False,False,False,False,False,125
Citroën,105069,135,diesel,blue,sedan,True,True,True,False,False,False,True,104
Renault,230442,85,petrol,black,sedan,False,False,True,False,True,False,True,42
Citroën,158734,120,diesel,grey,sedan,False,True,False,False,False,False,True,115
Citroën,123696,135,diesel,silver,sedan,False,True,True,False,False,False,True,115
Citroën,179627,120,diesel,grey,sedan,False,False,False,False,False,False,False,114
Citroën,157195,120,diesel,black,sedan,False,True,False,False,False,False,True,109
Renault,160598,85,diesel,black,sedan,False,False,False,False,False,False,True,102
Peugeot,257168,85,diesel,black,sedan,False,False,False,False,False,False,True,46
Renault,90328,135,diesel,black,sedan,False,False,False,False,False,False,False,135
Audi,146901,230,diesel,black,sedan,True,True,False,False,True,True,True,155
Renault,139992,85,diesel,silver,sedan,False,True,False,False,False,False,True,107
Renault,146541,120,diesel,brown,sedan,True,True,False,False,False,False,True,121
Renault,123045,135,diesel,silver,sedan,False,False,False,False,False,False,False,120
Audi,230578,85,diesel,black,sedan,False,False,False,False,False,False,True,14
PGO,98085,190,diesel,silver,sedan,False,False,False,False,False,False,True,132
Citroën,132638,135,diesel,white,sedan,False,False,False,False,False,False,False,110
Audi,48735,160,diesel,silver,sedan,False,False,False,False,False,False,False,132
Citroën,160469,135,diesel,white,sedan,False,False,False,False,False,False,False,115
Renault,182749,85,diesel,black,sedan,False,False,False,False,True,False,True,104
Citroën,203631,120,diesel,blue,sedan,False,True,False,False,True,False,False,107
Citroën,42220,135,diesel,black,sedan,False,False,False,False,False,False,False,135
Citroën,41611,135,diesel,blue,sedan,False,True,False,False,False,False,True,132
Peugeot,198795,100,diesel,grey,sedan,False,True,False,False,False,False,True,110
Audi,41036,135,diesel,silver,sedan,False,False,False,False,False,False,False,157
Peugeot,21858,105,diesel,blue,sedan,False,False,False,False,False,False,False,125
Mercedes,126883,105,diesel,beige,sedan,False,True,False,False,False,False,True,113
Citroën,130152,135,diesel,black,sedan,False,False,False,False,False,False,True,98
Audi,147671,200,petrol,black,sedan,True,True,False,False,False,False,True,139
Peugeot,92972,105,diesel,brown,sedan,False,False,False,False,False,False,False,122
PGO,96573,180,diesel,grey,sedan,False,False,False,False,False,False,False,106
Citroën,184231,120,diesel,brown,sedan,False,True,False,False,True,False,False,126
Citroën,64062,135,diesel,black,sedan,False,False,False,False,False,False,False,128
Audi,116906,135,diesel,beige,sedan,False,False,False,False,False,False,True,129
Citroën,85174,135,diesel,silver,sedan,False,False,False,False,False,False,False,129
Peugeot,367523,87,petrol,silver,sedan,False,False,False,False,False,False,True,26
Peugeot,132195,100,diesel,grey,sedan,False,False,False,False,False,False,True,93
Volkswagen,146659,180,diesel,white,sedan,False,True,False,False,False,False,True,143
Citroën,150603,120,diesel,blue,sedan,False,True,False,False,True,False,True,128
Renault,172022,135,diesel,grey,sedan,False,True,False,False,False,False,False,125
Citroën,213954,120,diesel,brown,sedan,False,True,False,False,True,False,True,120
Audi,189147,225,petrol,grey,sedan,False,True,True,False,True,False,True,112
Audi,100160,135,diesel,brown,sedan,False,False,False,False,False,False,False,139
Renault,72705,135,diesel,white,sedan,False,False,False,False,False,False,False,142
Renault,94648,160,diesel,grey,sedan,False,True,False,False,False,False,True,129
Renault,186511,120,diesel,grey,sedan,True,True,False,False,False,False,True,135
Renault,53450,85,diesel,grey,sedan,False,True,False,False,False,False,False,60
Volkswagen,222424,190,diesel,blue,sedan,False,False,False,False,False,False,False,141
Renault,179833,85,diesel,beige,sedan,False,False,False,False,False,False,True,89
Citroën,81891,120,diesel,black,sedan,False,False,False,False,False,False,False,122
Citroën,145805,120,diesel,brown,sedan,False,False,False,False,False,False,False,128
Citroën,171927,125,petrol,white,sedan,False,True,False,False,True,False,False,115
Audi,159942,100,diesel,black,sedan,False,False,False,False,True,False,True,118
Citroën,214439,120,diesel,blue,sedan,False,False,False,False,False,False,False,108
Peugeot,295179,90,diesel,grey,sedan,True,False,False,False,False,False,True,62
Maserati,167779,225,diesel,black,sedan,True,True,True,True,True,False,True,149
Renault,144851,120,diesel,silver,sedan,True,True,False,False,True,False,True,132
Peugeot,66685,100,diesel,red,sedan,True,False,False,False,True,True,True,117
Citroën,90797,135,diesel,blue,sedan,False,False,False,False,False,False,True,125
Renault,172602,85,diesel,black,sedan,False,True,False,False,False,False,True,104
Audi,78311,100,diesel,silver,sedan,True,True,False,False,False,False,True,139
Ferrari,200887,155,diesel,silver,sedan,True,True,False,False,True,False,True,76
Audi,211573,105,diesel,black,sedan,True,True,False,False,True,False,True,134
Peugeot,47091,100,diesel,grey,sedan,False,False,False,False,False,False,True,117
Peugeot,249580,100,diesel,blue,sedan,True,True,False,False,False,False,True,76
Renault,150004,120,diesel,grey,sedan,True,True,False,False,False,False,True,117
Citroën,197897,135,diesel,black,sedan,False,False,False,False,False,False,True,113
Renault,157002,230,diesel,black,sedan,True,True,True,False,True,False,True,182
Renault,115929,135,diesel,brown,sedan,True,True,False,False,True,True,True,138
Peugeot,132941,100,diesel,blue,sedan,False,True,False,False,False,False,True,112
Peugeot,142754,100,diesel,black,sedan,True,True,False,False,False,False,True,117
Renault,123829,135,diesel,black,sedan,True,True,False,False,True,False,True,132
Renault,84904,135,diesel,grey,sedan,False,True,True,False,True,False,True,142
Peugeot,162423,100,diesel,blue,sedan,True,True,False,False,False,False,True,120
Volkswagen,155992,190,diesel,blue,sedan,True,True,True,False,False,False,True,141
Citroën,165844,120,diesel,blue,sedan,True,True,False,False,True,False,True,119
Renault,89667,135,diesel,black,sedan,False,False,False,False,False,False,False,140
Audi,159333,100,diesel,brown,sedan,True,True,False,False,True,False,True,124
Audi,161163,145,diesel,black,sedan,True,False,False,False,False,True,True,92
Renault,52683,135,diesel,grey,sedan,True,True,False,False,True,False,True,146
Peugeot,119981,100,diesel,blue,sedan,False,True,False,False,False,False,True,105
Lexus,69146,280,diesel,black,sedan,True,True,True,True,True,False,True,193
Audi,175017,150,diesel,black,sedan,True,True,False,False,False,False,True,128
Renault,158961,120,diesel,blue,sedan,True,True,False,False,False,False,True,122
Audi,185078,100,diesel,black,sedan,False,True,False,False,True,False,True,123
Citroën,97122,135,diesel,silver,sedan,False,False,False,False,False,False,False,118
Renault,169783,135,petrol,beige,sedan,False,True,False,False,False,False,True,117
Renault,161835,135,diesel,white,sedan,True,True,False,False,True,False,True,138
Peugeot,214508,100,diesel,grey,sedan,True,False,False,False,False,False,True,74
Citroën,194450,120,diesel,black,sedan,True,True,False,False,True,True,True,117
Audi,105010,155,diesel,grey,sedan,True,True,False,True,False,False,True,127
Citroën,204477,210,diesel,silver,sedan,True,True,True,False,True,True,True,127
Volkswagen,55305,190,diesel,black,sedan,True,True,False,True,False,False,True,164
Peugeot,173081,100,diesel,grey,sedan,False,True,False,False,False,False,True,99
Citroën,214863,125,petrol,black,sedan,False,True,False,False,True,False,True,109
Renault,127694,135,diesel,grey,sedan,True,True,False,False,True,False,True,139
Opel,173353,135,diesel,silver,sedan,False,True,False,True,True,True,True,146
Citroën,115233,105,diesel,blue,sedan,True,True,True,False,True,True,True,91
Citroën,93621,135,diesel,red,sedan,False,False,False,False,False,False,False,124
Citroën,130961,120,diesel,blue,sedan,True,True,False,False,False,True,True,133
Ferrari,94390,190,diesel,grey,sedan,True,True,True,True,False,False,True,181
Citroën,165053,127,petrol,black,sedan,True,True,False,False,True,False,True,104
Renault,166606,135,diesel,black,sedan,True,True,False,False,True,False,True,137
Renault,173107,87,diesel,red,sedan,True,True,False,False,True,False,True,122
Renault,160709,140,diesel,black,sedan,True,True,False,False,True,True,True,136
Audi,143810,135,diesel,brown,sedan,True,True,True,False,True,False,True,139
BMW,97991,85,diesel,white,sedan,True,True,False,False,True,False,True,115
Citroën,117271,135,diesel,blue,sedan,False,True,False,False,True,False,True,121
Citroën,141507,105,diesel,grey,sedan,False,True,False,False,False,False,True,103
Audi,148493,220,diesel,grey,sedan,True,True,False,False,True,False,True,133
Renault,225811,120,diesel,black,sedan,False,True,False,False,False,False,True,115
Audi,177671,190,diesel,black,sedan,True,True,False,False,False,False,True,157
Renault,77927,120,diesel,grey,sedan,True,True,False,False,False,False,True,136
Audi,70807,190,diesel,black,sedan,False,True,False,False,False,False,True,155
Citroën,201565,120,diesel,black,sedan,False,True,False,False,True,False,True,116
Audi,229880,85,diesel,black,sedan,False,False,False,False,False,False,True,14
Renault,128498,140,diesel,black,sedan,False,True,True,False,True,True,True,141
Citroën,124334,105,diesel,grey,sedan,True,True,True,False,False,True,True,113
Citroën,174444,135,diesel,black,sedan,False,True,False,False,True,False,True,116
Renault,102162,120,diesel,grey,sedan,True,True,False,False,True,False,True,137
Audi,134043,160,diesel,grey,sedan,True,True,False,True,True,True,True,157
Renault,200436,85,diesel,grey,sedan,True,True,False,False,False,False,True,116
Maserati,172367,230,diesel,grey,sedan,True,True,True,True,True,True,True,168
Ferrari,212425,180,diesel,white,sedan,True,True,False,False,True,False,True,139
Ferrari,119441,190,diesel,black,sedan,True,True,False,True,True,False,True,164
Peugeot,183011,100,diesel,black,sedan,False,True,False,False,True,True,True,128
Citroën,144089,137,petrol,black,sedan,True,True,False,False,True,False,True,112
Renault,157439,140,diesel,grey,sedan,True,True,True,False,False,False,True,147
Audi,77628,105,diesel,black,sedan,True,True,True,False,True,False,True,143
Citroën,187698,120,diesel,brown,sedan,False,True,False,False,False,False,True,114
Citroën,113448,135,diesel,black,sedan,False,True,False,False,False,False,True,117
Renault,186107,135,diesel,grey,sedan,False,True,False,False,False,False,True,127
Renault,178231,77,petrol,green,sedan,False,False,False,False,False,True,True,26
